,Date,Mention Content,Processed Content,Year-Month,Length
73,3/12/2020,"While evading answers on infection rates and testing numbers, Pence blames China and Europe *and* singles out ""California, Washington, and NY"" for blame for community spread. COVID-19's in *44 states* and the VP is still telling Inner America the problem is with Others Out There RT @TODAYshow: Watch @savannahguthrie's full interview with Vice President @Mike_Pence about the US response and latest news surrounding the coronavirus.","evading answers  infection rates  testing numbers pence blames china  europe ** singles  ""california washington  ny""  blame  community spread covid-19  *44 states*   vp  still telling inner america  problem   others    watch  full interview  vice president     response  latest news surrounding  coronavirus",2020-03,307
74,3/12/2020,"RT @BarryVictor5: Trump says COVID-19 is a ""world problem"". Does this mean he'll be blaming China and the EU?","trump  covid-19   ""world problem""   mean   blaming china   eu",2020-03,61
75,3/12/2020,Bullshit is trump's only language. Melania speaks BS in a few tongues. Trump blames China for COVID-19 as if they are doing this to HURT HIM. The world revolves around Trump+his base believes every word spat from his facehole. We BLAME TRUMP for inadequate response+LIES RT @Acyn: The President totally bullshits his way through a legitimate question on the lack of testing,bullshit  trump  language melania speaks bs    tongues trump blames china  covid-19        huhim  world revolves around trump+ base believes every word spat   facehole  blame trump  inadequate response+lies   president totally bullshits  way   legitimate question   lack  testing,2020-03,279
76,3/12/2020,#whitehouse all ready knew about it and like trump is trying to put the blame on some one else RT @USRealityCheck: National security adviser O'Brien blames China for coronavirus spread National security adviser Robert O’Brien defended President Trump’s response to the coronavirus and blamed the Chinese government for covering up the initial outbreak of an ill... https://news.yahoo.com/o-brien-blames-china-for-coronavirus-spread-191800057.html #USRC,whitehouse  ready knew     trump  trying  put  blame   one else  national security adviser brien blames china  coronavirus spread national security adviser robert brien defended president trump response   coronavirus  blamed  chinese government  covering   initial outbreak   ill  usrc,2020-03,285
77,3/12/2020,RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,203
78,3/12/2020,"Joe and Obama did not act on H1N1 until 1,000,000 ppl were infected and 10,000 died. China had virology lab in Wuhan, but that does not matter either. Pure BS from Biden as usual. RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1",joe  obama   act  h1n1  1000000 ppl  infected  10000 died china  virology lab  wuhan     matter either pure bs  biden  usual   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,330
79,3/12/2020,@JoeBiden your non-sense is not your own. You have ZERO ideas. Your words are someone elses... Whos??? I'd like to know. RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,non-sense       zero ideas  words  someone elses whos    know   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,267
80,3/12/2020,"RT @escapedmatrix: #Coronavirus was plaguing the world. Trump was trying to rebrand this crisis and blame China, while issuing a European Travel Ban. Two days after Super Tuesday II, @JoeBiden delivered a real presidential message. His goal was protecting Earth and leading with science, not lies.",coronavirus  plaguing  world trump  trying  rebrand  crisis  blame china  issuing  european travel ban two days  super tuesday ii  delivered  real presidential message  goal  protecting earth  leading  science  lies,2020-03,215
81,3/12/2020,What a fool this propt up empty suit is RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,fool  propt  empty suit    biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,230
82,3/12/2020,Thank God that Biden is not President !!! Do-nothing Dem. RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,thank god  biden   president  -nothing dem   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,248
83,3/12/2020,Joes whacked! RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,joes whacked   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,218
84,3/12/2020,Biden can't seem to open his mouth to form words. Has he had a stroke? RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,biden  seem  open  mouth  form words     stroke   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,253
85,3/12/2020,"don't know if y'all heard joe today. i did. mr 'demented' sounded so much more presidential than the man in that office now. so if that's demented, give me some now. calm, cool & meant what he was saying. what a change!! someone who cares about someone besides himself?what a chge RT @escapedmatrix: #Coronavirus was plaguing the world. Trump was trying to rebrand this crisis and blame China, while issuing a European Travel Ban. Two days after Super Tuesday II, @JoeBiden delivered a real presidential message. His goal was protecting Earth and leading with science, not lies.",know   heard joe today   mr demented sounded  much  presidential   man   office     demented give    calm cool & meant    saying   change someone  cares  someone besides   chge  coronavirus  plaguing  world trump  trying  rebrand  crisis  blame china  issuing  european travel ban two days  super tuesday ii  delivered  real presidential message  goal  protecting earth  leading  science  lies,2020-03,393
86,3/12/2020,"RT @QuanellXDoofus: @JoeBiden made a speech today, using all of Trump's language from last nights address, and said that we should not be blaming China for the #Coronavirus. In order to avoid being #racist, please use these terms in the future. #PresidentBiden #Covid_19 #COVD19",made  speech today using   trump language  last nights address        blaming china   coronavirus  order  avoid  racist please   terms   future presidentbiden covid_19 covd19,2020-03,174
87,3/12/2020,RT @TedNordhaus: Trump Response #coronavirus. Hoax Still a hoax Like the flu Blame media Blame Democrats Blame China Blame Europe Bomb Iraq,trump response coronavirus hoax still  hoax   flu blame media blame democrats blame china blame europe bomb iraq,2020-03,112
