,Date,Mention Content,Processed Content,Year-Month,Length
118,3/15/2020,This demented fool known for his lies and corruption for years. RT @Orcusa1: Here's Biden says: Don’t blame China for covering up Coronavirus for months. Hold Trump accountable for his xenophobic Travel restrictions to and from China Joe's lies are politically motivated & he is not putting safety of USA first Rt if you agree Please follow @Orcusa1,demented fool known   lies  corruption  years   biden   blame china  covering  coronavirus  months hold trump accountable   xenophobic travel restrictions    china joe lies  politically motivated &    putting safety  usa first rt   agree please follow,2020-03,251
119,3/15/2020,"RT @cyferPtVila: Before the White House and Trump allies blamed China for coronavirus, Trump vouched for China — repeatedly Just a reminder that everything he says is the opposite of either: a)truth, b)what he said before, or c)what he’s going to say in 15 minutes. https://www.washingtonpost.com/politics/2020/03/14/before-trump-white-house-blamed-china-coronavirus-it-vouched-it/",white house  trump allies blamed china  coronavirus trump vouched  china — repeatedly   reminder  everything     opposite  either  truth b      c   going    15 minutes,2020-03,167
120,3/15/2020,"RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,217
121,3/15/2020,"Fox is Fake News = Disinformation. People's lives are at risk. They blindly support trump's inept response to a #Pandemic. Their followers are just plain stupid. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",fox  fake news = disinformation people lives   risk  blindly support trump inept response   pandemic  followers   plain stupid  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,345
122,3/15/2020,"#FakeNewsMedia = Fox News RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",fakenewsmedia = fox news  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,243
123,3/15/2020,"it's not more complicated than this, and of course, the lies, the lies, the lies.... RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",complicated     course  lies  lies  lies  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,259
124,3/15/2020,"I made this. Please anyone reading this, forward to any and every journalist you can find. Copy / paste, retweet. Whatever. I don’t have a big following, and don’t want credit. Someone just needs to actually ask this question. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",made  please anyone reading  forward    every journalist   find copy  paste retweet whatever     big following   want credit someone  needs  actually ask  question  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,382
125,3/15/2020,"#TrumpVirus RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",trumpvirus  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,229
126,3/15/2020,"Trump pissed off China big time and China doesn't like to lose face. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",trump pissed  china big time  china    lose face  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,267
127,3/15/2020,"Not only did he fire them, but he also called the #coronavirus a ""hoax"" when it all began. Now he's saying that it blindsided us. No, it didn't. It was only a matter of time before it spread further. Instead of being racist and pointing blame, man up and do something. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague","fire     called  coronavirus  ""hoax""    began   saying   blindsided         matter  time   spread  instead   racist  pointing blame man    something  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague",2020-03,367
128,3/15/2020,"#TrumpsFault indeed. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",trumpsfault indeed  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,237
129,3/15/2020,"Trump, GOP, RNC, and sycophants spinning to find a spin. RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",trump gop rnc  sycophants spinning  find  spin  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,265
130,3/15/2020,"Louder for the idiots in the back RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",louder   idiots   back  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,241
131,3/15/2020,"#IndictTrump RT @co_rapunzel4: Hey, Trump Sycophants & Fox Hosts! It doesn't matter WHERE the damn #coronavirus originated. The fact is Trump BUNGLED the U.S. response by firing the pandemic response team and refusing the WHO test kits. Everyone knows this. Stop trying to blame China. #AMJoy #TrumpPlague",indicttrump  hey trump sycophants & fox hosts   matter   damn coronavirus originated  fact  trump bungled  u response  firing  pandemic response team  refusing   test kits everyone knows  stop trying  blame china amjoy trumpplague,2020-03,230
132,3/16/2020,@Jkylebass @realDonaldTrump RT @YaChristle: I blame China President Xi for the #Coronavirus! Xi lied and tried to cover it up when #COVID2019 started! I hope the Communist Chinese people kick Xi OUT of OFFICE ASAP!,blame china president xi   coronavirus xi lied  tried  cover    covid2019 started  hope  communist chinese people kick xi   office asap,2020-03,135
133,3/16/2020,"The Trump administration is guilty of malfeasance, lies and criminal negligence. Of course they are trying to blame China, calling it the Chinese virus. 🚨Novel Coronavirus (COVID19) should be appropriately named the Trump Plague in the United States🚨#TrumpPlague RT @NathanLerner: Just a reminder, the first confirmed Cornavirus case in the U.S. was on January 20th. That's 8 weeks the Trump administration could have spent preparing tests, quarantine plans, respirators for hospitals, and stimulus packages... but chose not to.",trump administration  guilty  malfeasance lies  criminal negligence  course   trying  blame china calling   chinese virus 🚨novel coronavirus  covid19    appropriately named  trump plague   united states🚨trumpplague    reminder  first confirmed cornavirus case   u   january 20th  8 weeks  trump administration   spent preparing tests quarantine plans respirators  hospitals  stimulus packages  chose,2020-03,399
134,3/16/2020,"More #TrumpLies #TrumpIsAVirus #TrumpPlaque #VoteBlueToSaveAmerica #AmericansUnite #StrongerTogether #WTP2020 RT @SarahBCalif: The Trump administration is guilty of malfeasance, lies and criminal negligence. Of course they are trying to blame China, calling it the Chinese virus. 🚨Novel Coronavirus (COVID19) should be appropriately named the Trump Plague in the United States🚨#TrumpPlague",trumplies trumpisavirus trumpplaque votebluetosaveamerica americansunite strongertogether wtp2020   trump administration  guilty  malfeasance lies  criminal negligence  course   trying  blame china calling   chinese virus 🚨novel coronavirus  covid19    appropriately named  trump plague   united states🚨trumpplague,2020-03,314
135,3/16/2020,"RT @SarahBCalif: The Trump administration is guilty of malfeasance, lies and criminal negligence. Of course they are trying to blame China, calling it the Chinese virus. 🚨Novel Coronavirus (COVID19) should be appropriately named the Trump Plague in the United States🚨#TrumpPlague https://twitter.com/nathanlerner/status/1239683455077756929 RT @NathanLerner: Just a reminder, the first confirmed Cornavirus case in the U.S. was on January 20th. That's 8 weeks the Trump administration could have spent preparing tests, quarantine plans, respirators for hospitals, and stimulus packages... but chose not to.",trump administration  guilty  malfeasance lies  criminal negligence  course   trying  blame china calling   chinese virus 🚨novel coronavirus  covid19    appropriately named  trump plague   united states🚨trumpplague     reminder  first confirmed cornavirus case   u   january 20th  8 weeks  trump administration   spent preparing tests quarantine plans respirators  hospitals  stimulus packages  chose,2020-03,400
136,3/16/2020,RT @tomcoates: Trump is attempting to rebrand the coronavirus / COVID-19 as “The Chinese Virus”. He wants to be able to blame China for all the problems we’re about to face.,trump  attempting  rebrand  coronavirus  covid-19  “ chinese virus”  wants   able  blame china    problems    face,2020-03,114
137,3/16/2020,"what do you mean trying to blame china?!?!? it originated in CHINA! take your TDS pill already. RT @SarahBCalif: The Trump administration is guilty of malfeasance, lies and criminal negligence. Of course they are trying to blame China, calling it the Chinese virus. 🚨Novel Coronavirus (COVID19) should be appropriately named the Trump Plague in the United States🚨#TrumpPlague",mean trying  blame china  originated  china take  tds pill already   trump administration  guilty  malfeasance lies  criminal negligence  course   trying  blame china calling   chinese virus 🚨novel coronavirus  covid19    appropriately named  trump plague   united states🚨trumpplague,2020-03,283
138,3/17/2020,"Trump is trying to scapegoat China to covering up his administration’s failing #Coronavirus strategy. This president literally telling American people had low risk of infecting him couple days ago. Now he’s blaming China. Good job. RT @realDonaldTrump: The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!",trump  trying  scapegoat china  covering   administration failing coronavirus strategy  president literally telling american people  low risk  infecting  couple days ago   blaming china good job   united states   powerfully supporting  industries  airlines  others   particularly affected   chinese virus    stronger  ever,2020-03,322
139,3/17/2020,"While everyone is blaming Pres.Trump for anything regarding the coronavirus situation, no one seems to realize that the medical community as a whole was not prepared for anything of this nature. So busy making money, health professionals had no time to prepare for anything. RT @charliekirk11: Instead of blaming China for the economic & health impact their virus is having on our nation @CNN is busy calling Trump's response ""xenophobic"" and perpetuating the lie that he called the virus ""a hoax"" This president called for unity—the Mainstream Media is ignoring it Sick.","everyone  blaming prestrump  anything regarding  coronavirus situation  one seems  realize   medical community   whole   prepared  anything   nature  busy making money health professionals   time  prepare  anything  instead  blaming china   economic & health impact  virus     nation   busy calling trump response ""xenophobic""  perpetuating  lie   called  virus "" hoax""  president called  unity— mainstream media  ignoring  sick",2020-03,428
140,3/17/2020,"Even without the virus, we've been dealing with the #TrumpPlague since his election. RT @SarahBCalif: The Trump administration is guilty of malfeasance, lies and criminal negligence. Of course they are trying to blame China, calling it the Chinese virus. 🚨Novel Coronavirus (COVID19) should be appropriately named the Trump Plague in the United States🚨#TrumpPlague",even without  virus   dealing   trumpplague since  election   trump administration  guilty  malfeasance lies  criminal negligence  course   trying  blame china calling   chinese virus 🚨novel coronavirus  covid19    appropriately named  trump plague   united states🚨trumpplague,2020-03,276
141,3/17/2020,"RT @SocialistAct: ""In the face of a previously unknown virus, China has rolled out perhaps the most ambitious, agile and aggressive disease containment effort in history” – World Health Organisation report, 28 February 2020. http://www.socialistaction.net/2020/03/17/tory-inaction-is-leading-britain-into-unnecessary-coronavirus-catastrophe/ But Trump & lackeys blame China","""  face   previously unknown virus china  rolled  perhaps   ambitious agile  aggressive disease containment effort  history” – world health organisation report 28 february 2020   trump & lackeys blame china",2020-03,206
142,3/17/2020,"RT @SiegelForTexas: Trump blames China for the coronavirus, fanning the flames of racism and xenophobia. We condemn his hateful rhetoric. We must build bridges—not create divisions—if we are going to have any chance of successfully confronting this crisis. https://time.com/5797836/coronavirus-racism-stereotypes-attacks/",trump blames china   coronavirus fanning  flames  racism  xenophobia  condemn  hateful rhetoric  must build bridges— create divisions—   going    chance  successfully confronting  crisis,2020-03,186
143,3/17/2020,RT @madg_lulu22: @realDonaldTrump Why #trump called #coronavirus or #COVID19 “ #ChineseVirus”? 1. He forgot/doesn’t know the official name &/or can’t spell it 2. wants 2deflect personal accountability & damage 2Americans by subconsciously blaming China 3. He’s a fckng Racist #TrumpLiesAboutCoronavirus,trump called coronavirus  covid19 “ chinesevirus” 1  forgot know  official name &  spell  2 wants 2deflect personal accountability & damage 2americans  subconsciously blaming china 3   fckng racist trumpliesaboutcoronavirus,2020-03,223
144,3/17/2020,"RT @rdcarrington: Dem impeachment lawyer tests positive for coronavirus, blasts Trump over response https://www.foxnews.com/politics/dem-impeachment-lawyer-confirms-he-tested-positive-for-coronavirus-blasts-trump-over-response #FoxNews Be thankful you aren't dead and, blame China. Otherwise, STFU - you are helping no one with this spewage.",dem impeachment lawyer tests positive  coronavirus blasts trump  response  foxnews  thankful   dead  blame china otherwise stfu -   helping  one   spewage,2020-03,154
145,3/17/2020,"Any1 blaming China over this virus..but look at the economy without China. People are free to travel around the world and that’s why it spreads. Coronavirus was always around. You as a president failed the Americans and that’s why you’re playing the blame game. Own it. RT @realDonaldTrump: The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!",any1 blaming china   virus look   economy without china people  free  travel around  world     spreads coronavirus  always around    president failed  americans     playing  blame game     united states   powerfully supporting  industries  airlines  others   particularly affected   chinese virus    stronger  ever,2020-03,314
146,3/17/2020,"Trump keeps COVID-19 the ""China Virus"", which is both racist & stupid. The virus has spread throughout the US because of his choices. Blaming China is just deflection. Trump refused to accept the WHO test. Trump refused to expand testing here. RT @atrupar: REPORTER: People are criticizing you for using the phrase ""China virus."" Your response? TRUMP: I think it's a very accurate term.","trump keeps covid-19  ""china virus""    racist & stupid  virus  spread throughout      choices blaming china   deflection trump refused  accept   test trump refused  expand testing   reporter people  criticizing   using  phrase ""china virus""  response trump  think    accurate term",2020-03,280
147,3/17/2020,"#Trumprefused RT @Avi_Bueno: Trump keeps COVID-19 the ""China Virus"", which is both racist & stupid. The virus has spread throughout the US because of his choices. Blaming China is just deflection. Trump refused to accept the WHO test. Trump refused to expand testing here. https://twitter.com/atrupar/status/1239958617975111683","trumprefused  trump keeps covid-19  ""china virus""    racist & stupid  virus  spread throughout      choices blaming china   deflection trump refused  accept   test trump refused  expand testing",2020-03,193
148,3/17/2020,"Unfortunately that's what happens when we have a mentally deranged racist pos like Trump constantly spewing his racist bulls**t. RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",unfortunately   happens     mentally deranged racist pos  trump constantly spewing  racist bulls**     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,241
149,3/17/2020,"This is disgusting and trump is fueling by his “China virus” comment. I completely blame @realDonaldTrump @jaredkushner @larry_kudlow @GOP @senatemajldr @SenCoryGardner @DonaldJTrumpJr @EricTrump @IvankaTrump @WhiteHouse This is where our anger should land. #TheTrumpVirus RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",disgusting  trump  fueling   “china virus” comment  completely blame               anger  land thetrumpvirus     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,251
150,3/17/2020,Trump is the Black Plague upon the world. While he & the Republicans are blaming China &/or the Democrats...China is telling its people that America unleashed the Coronavirus. Russia is laughing. Trump is still the epicenter. RT @Montejp231: @realDonaldTrump You are a virus. A cancer a plague on America. You called the virus a hoax at a rally 16 days ago. Once again you are always on the wrong side. But your karma is coming. If obesity doesn’t get u. You will be voted out,trump   black plague upon  world   &  republicans  blaming china &  democratschina  telling  people  america unleashed  coronavirus russia  laughing trump  still  epicenter      virus  cancer  plague  america  called  virus  hoax   rally 16 days ago     always   wrong side   karma  coming  obesity  get u    voted,2020-03,314
151,3/17/2020,"This is so screwed up! Wake the hell up people! These are our brothers and sisters! You don't do this shit to family! This is what Trump wanted to happen! RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",screwed  wake  hell  people    brothers  sisters     shit  family    trump wanted  happen     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,232
152,3/17/2020,"Fucking Trumpers White Supremacist & just plain ignorant tough guys out beating up on innocent Chinese Americans. The Damn President calls this a Chinese Virus & all U beat up on old men & young girls....Ur a bunch of fucking cowards. Blame Trump it's his fault. Not the Chinese. RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",fucking trumpers white supremacist &  plain ignorant tough guys  beating   innocent chinese americans  damn president calls   chinese virus &  u beat   old men & young girlsur  bunch  fucking cowards blame trump   fault   chinese     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,372
153,3/17/2020,"This shouldn't be happening, I can't help think that the rhetoric being used referring to Corona as ""Chinese"" virus coming from the president is responsible for this. #TrumpIsAnIdiot #Trumpisracist RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/","happening   help think   rhetoric  used referring  corona  ""chinese"" virus coming   president  responsible   trumpisanidiot trumpisracist     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing",2020-03,280
154,3/17/2020,RT @MonicavanDelden: Will Trump blame China for coronavirus-led global recession? https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global?utm_source=dlvr.it&utm_medium=twitter #Chinaeconomy #Coronavirusoutbreak,trump blame china  coronavirus-led global recession  chinaeconomy coronavirusoutbreak,2020-03,85
155,3/17/2020,"Our racist President and his gang of supremacists promote this kind of behavior with their horrible rhetoric. This is not the Chinese virus. This is not the Wuhan virus. This easily could have started anywhere in the world. This violence could have been prevented. RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",racist president   gang  supremacists promote  kind  behavior   horrible rhetoric     chinese virus     wuhan virus  easily   started anywhere   world  violence    prevented     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,316
156,3/17/2020,RT @SCMPNews: Coronavirus: will Donald Trump blame China for expected global recession in 2020? https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global?utm_term=Autofeed&utm_medium=Social&utm_content=article&utm_source=Twitter#Echobox=1584483856,coronavirus  donald trump blame china  expected global recession  2020,2020-03,70
157,3/17/2020,"This administration has given the green light for racists to take out the rage of their own failures and the failures of the Trump regime out on innocent Americans. #coronavirus #COVID2019 RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",administration  given  green light  racists  take   rage    failures   failures   trump regime   innocent americans coronavirus covid2019     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,280
158,3/17/2020,RT @Edourdoo: Will Trump blame China for coronavirus-led global recession? - South China Morning Post https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global via @GoogleNews,trump blame china  coronavirus-led global recession - south china morning post  via,2020-03,83
159,3/17/2020,"trump has the audacity to call corona the “chinese virus” and blame asians for the spread of the disease... they quarantined themselves for 20+ days to stop the spread of COVID-19, americans go to the beach and have st. patties day parties as of nothing is happening... ight... RT @PEACHYBLACKG0RL: Imagine blaming china when americans are out here doing stupid shit like this",trump   audacity  call corona  “chinese virus”  blame asians   spread   disease  quarantined   20+ days  stop  spread  covid-19 americans go   beach   st patties day parties   nothing  happening ight  imagine blaming china  americans     stupid shit,2020-03,249
160,3/17/2020,"You gotta thank TRUMP for incitement to RIOT with ALL his calling it the Chinese Virus. AND oh yea, don't forget Fox News for being a co-conspirator in these crimes! RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",gotta thank trump  incitement  riot    calling   chinese virus  oh yea  forget fox news    co-conspirator   crimes     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,257
161,3/17/2020,"What is wrong with people. Like this guy had anything to do with it....come on Americans, get your shit together and focus on getting tRump and resting Mitch-face out of office RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",wrong  people   guy  anything    come  americans get  shit together  focus  getting trump  resting mitch-face   office     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,261
162,3/17/2020,"We cant blame china for everything RT @GeoffRBennett: THREAD -- A timeline of Trump's coronavirus statements: Jan. 22: ""It's going to be just fine. We have it totally under control."" Jan. 24: ""It will all work out well."" Jan. 30: ""We think we have it very well under control.""","cant blame china  everything  thread timeline  trump coronavirus statements jan 22 "" going    fine    totally  control"" jan 24 ""   work  well"" jan 30 "" think     well  control""",2020-03,176
163,3/17/2020,"RT @BenKTallmadge: Coronavirus: will Donald Trump blame China for expected global recession in 2020? ⁦@joetsai1999⁩ , ur sugar daddy Emperor Xi JinLaden should be held accountable for the #ChineseVirus. Fuck You! https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global",coronavirus  donald trump blame china  expected global recession  2020 ⁦  ur sugar daddy emperor xi jinladen   held accountable   chinesevirus fuck,2020-03,147
164,3/18/2020,"Trump’s racism won’t protect millions of Americans threatened by the #Coronavirus because of his failure to prepare the health system of the US for it RT @MaxBlumenthal: Trump's hoping working Americans will blame China for the massive sell out and pain they are about to experience under his watch. Meanwhile, China's government has contained the virus and is providing help to desperate EU countries.",trump racism  protect millions  americans threatened   coronavirus    failure  prepare  health system       trump hoping working americans  blame china   massive sell   pain     experience   watch meanwhile china government  contained  virus   providing help  desperate eu countries,2020-03,282
165,3/18/2020,lmao. it CAME from china. he isn’t “blaming” china for anything. y’all didn’t have this energy when memes were going viral of chinese ppl eating everything they find and literally BLAMING them for the corona virus. y’all are such hypocrites. RT @JackieY101: Our president called the Coronavirus...The Chinese virus...bro...why is he our president? Why the fuck did people vote for this bum? America...WHAT THE ACTUAL FUCK?????,lmao  came  china   “blaming” china  anything     energy  memes  going viral  chinese ppl eating everything  find  literally blaming    corona virus    hypocrites   president called  coronavirus chinese virusbro    president   fuck  people vote   bum america  actual fuck,2020-03,271
166,3/18/2020,"RT @ChinaPlusNews: U.S. President Donald Trump is blaming China for #COVID-19. His latest tweet labels it as the ""Chinese Virus."" CGTN's Zou Yue shared his concerns over Trump's blame spreading as the leader of a global superpower at a crucial moment while facing the #coronavirus pandemic.","u president donald trump  blaming china  covid-19  latest tweet labels    ""chinese virus"" cgtn zou yue shared  concerns  trump blame spreading   leader   global superpower   crucial moment  facing  coronavirus pandemic",2020-03,218
167,3/18/2020,"@ml_1maria Officially promoted racism. RT @ChinaPlusNews: U.S. President Donald Trump is blaming China for #COVID-19. His latest tweet labels it as the ""Chinese Virus."" CGTN's Zou Yue shared his concerns over Trump's blame spreading as the leader of a global superpower at a crucial moment while facing the #coronavirus pandemic.","officially promoted racism  u president donald trump  blaming china  covid-19  latest tweet labels    ""chinese virus"" cgtn zou yue shared  concerns  trump blame spreading   leader   global superpower   crucial moment  facing  coronavirus pandemic",2020-03,246
168,3/18/2020,"#coronavirus shows that racists have absolutely 2 much time on their hands Firstly, those racists who hate POC & R stuck in #XenophobicWorld are proud #deplorables which means they didn't even beleev #coronavirus existed until a day or 2 ago when Trump did They're quick studies RT @shannonrwatts: If you are using this moment to place blame China or the Chinese for the coronavirus, you are contributing to the violence and harassment Chinese Americans and immigrants are experiencing. https://people.com/health/coronavirus-racist-attacks-against-asians/",coronavirus shows  racists  absolutely 2 much time   hands firstly  racists  hate poc & r stuck  xenophobicworld  proud deplorables  means   even beleev coronavirus existed   day  2 ago  trump   quick studies     using  moment  place blame china   chinese   coronavirus   contributing   violence  harassment chinese americans  immigrants  experiencing,2020-03,351
169,3/18/2020,"RT @BeltandRoadDesk: Coronavirus: will Donald Trump blame China for expected global recession in 2020? YES, He will. Blame game is what the Reality Show Actor good at! https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global",coronavirus  donald trump blame china  expected global recession  2020    blame game    reality show actor good,2020-03,111
170,3/18/2020,RT @BreeNewsome: Trump admin is more focused on devising a strategy to blame China for COVID-19 outbreak in the USA and inciting racist violence against people of Asian descent to distract from their incompetence. But fact is Trump admin condemns Americans to death by continually refusing tests.,trump admin   focused  devising  strategy  blame china  covid-19 outbreak   usa  inciting racist violence  people  asian descent  distract   incompetence  fact  trump admin condemns americans  death  continually refusing tests,2020-03,226
171,3/18/2020,Shamefully blaming China for his incompetence handling the #coronavirus Trump should be building thousands of military mobile hospitals throughout America instead of tweeting racial slurs #TrumpsKatrina RT @realDonaldTrump: I will be having a news conference today to discuss very important news from the FDA concerning the Chinese Virus!,shamefully blaming china   incompetence handling  coronavirus trump   building thousands  military mobile hospitals throughout america instead  tweeting racial slurs trumpskatrina       news conference today  discuss  important news   fda concerning  chinese virus,2020-03,264
172,3/18/2020,The old Kushner/Miller playbook we’ve come to know so well. RT @BreeNewsome: Trump admin is more focused on devising a strategy to blame China for COVID-19 outbreak in the USA and inciting racist violence against people of Asian descent to distract from their incompetence. But fact is Trump admin condemns Americans to death by continually refusing tests.,old kushnermiller playbook  come  know  well  trump admin   focused  devising  strategy  blame china  covid-19 outbreak   usa  inciting racist violence  people  asian descent  distract   incompetence  fact  trump admin condemns americans  death  continually refusing tests,2020-03,272
